# Number of Traces
481
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
35; 1; 49; 2.0181360991184727e-02; 8.5657565059000262e-01; 8.5948627925244647e-01; -1.5414247797156522e-01; 5.9389730873264657e-01; 7.5323089079878869e-01
36; 2; 6; 7.6742058575228089e-01; 7.0093704895291475e-01; 1.8355588779262175e-02; 9.1175838116803520e-02; 8.6433129057765135e-01; -1.9404528350684166e-02
37; 2; 14; 6.1396519400573690e-01; 8.4509236854807568e-01; 1.7256629937814255e-01; 7.6343113989132882e-01; 8.6160258091136388e-01; 2.6091155030355972e-01
38; 2; 20; 3.8288654178433640e-01; 7.2782466517578581e-01; -1.0348505767099270e-01; 2.3647386637025924e-02; 1.0014082338993229e+00; 1.6040553214636352e-01
39; 2; 39; -4.8894081468948657e-02; 1.0172996151398501e+00; 1.5386778298294981e-01; 3.8997121064151918e-01; 8.5981481705771978e-01; 1.0016453088686034e-01
40; 2; 46; 7.5786323948337098e-01; 9.4618011957728321e-01; 3.8713045670184321e-01; 6.5519496031184099e-01; 7.6574584981653704e-01; 6.9389889643447777e-02
41; 3; 7; 3.3484651294720266e-02; 6.2574926615842430e-01; 3.7432569487161765e-01; -7.9471294926021716e-02; 7.4924754696803531e-01; 4.1755437961536235e-01
42; 3; 9; 3.4486165943068464e-01; 5.5017472040306958e-01; 9.8251063138572503e-01; 2.6596990992874736e-01; 4.3550608300484206e-01; 4.6094089157458656e-01
43; 3; 10; 6.3246421982423973e-01; 1.2877995748639945e-01; 5.7874580128221564e-01; 4.6256239646967984e-01; 4.2515064878956554e-01; 9.4752197896478507e-01
44; 3; 13; 5.7718272753536337e-01; 1.0707750898983148e-01; 3.7432569487161765e-01; 6.2840432616306052e-01; 1.2452417077193759e-01; 5.5642304916870744e-01
45; 3; 14; 3.1224546843333856e-01; 3.5981975642985603e-01; 3.7432569487161765e-01; 6.6914124170319422e-01; 1.6722667443640621e-01; 7.8040922796118584e-01
46; 3; 15; 3.3994559166575949e-01; 3.3339466460299572e-01; 3.7432569487161765e-01; 2.4287369216759555e-01; 4.7196266805997000e-01; 5.0054964574939609e-01
47; 3; 22; 5.8278696160203147e-02; 6.0209648646382585e-01; 3.7432569487161765e-01; 2.6662727485152438e-01; 4.7699664032329936e-01; 5.7660146622860120e-01
48; 3; 23; 4.1231632867588952e-01; 2.6435513885706247e-01; 3.7432569487161765e-01; 6.3146240131252962e-01; 1.2772980044578389e-01; 5.7323744363396811e-01
49; 3; 24; 4.1580194258415737e-01; 2.6102996709424686e-01; 3.7432569487161765e-01; 4.1672335544107547e-01; 3.3083705733965174e-01; 5.6843887957485695e-01
50; 3; 25; -2.1688286212104550e-02; 8.0981863117098962e-01; 7.3526609512833108e-01; 9.3902643182095291e-02; 5.9890663766892716e-01; 4.5889093718011675e-01
51; 3; 26; 3.1851330484109108e-01; 5.7531026524071027e-01; 9.8251063138572503e-01; 1.3403124285470047e-01; 6.8177122022003911e-01; 7.9157377941339757e-01
52; 3; 27; 5.9748131752917299e-01; 9.2109102718882757e-02; 3.8639725195665447e-01; 1.9411200291496777e-01; 5.5379878618693956e-01; 5.9753998727135693e-01
53; 3; 29; 4.8478551253827729e-01; 1.9522169774876241e-01; 3.7432569487161765e-01; 5.6377615770903067e-01; 3.4133681485665524e-01; 9.8251063138572492e-01
54; 3; 30; 3.2014038158363900e-02; 8.4862202515224028e-01; 9.8251063138572503e-01; 2.0592212244750002e-01; 6.3407385650068981e-01; 8.4892503301492628e-01
55; 3; 32; 6.5374745754723163e-01; 1.5109012812173953e-01; 6.9576867909947038e-01; 5.7055406464329583e-01; 2.1485050724090407e-01; 6.5291906350081497e-01
56; 3; 34; 1.0807580691824975e-02; 8.4388244913919175e-01; 9.1394003147948399e-01; 7.8946680751991821e-02; 6.8492025967562409e-01; 6.5591498944445692e-01
57; 3; 35; 3.6648084836838207e-02; 6.6255138612178466e-01; 4.8367642487354928e-01; 4.6947409717333954e-01; 3.9624474177036151e-01; 8.8624936661939768e-01
58; 3; 36; 6.5943902359007545e-01; 2.5007729250303196e-01; 9.8251063138572492e-01; 4.7539924944950201e-01; 2.1840924841263590e-01; 4.1341228254238283e-01
59; 3; 37; 6.6481559007976887e-01; 1.6269230672958865e-01; 7.5662524321241431e-01; 6.4628275197897078e-01; 2.6262798343337601e-01; 9.8251063138572492e-01
60; 3; 38; 3.6374705847172478e-01; 3.1068877478856138e-01; 3.7432569487161765e-01; 5.6225726496229878e-01; 2.2269400551940721e-01; 6.5272298628385006e-01
61; 3; 41; 4.4214322777795667e-01; 2.3590116624945623e-01; 3.7432569487161765e-01; 3.9329635137350916e-01; 3.7325695778694035e-01; 6.2355710275709164e-01
62; 3; 42; 4.6795995405387592e-01; 4.3274261687580140e-01; 9.8251063138572492e-01; 1.9707159750031014e-01; 5.0830760067339464e-01; 4.8036861102181955e-01
63; 3; 43; 2.2408580711597120e-01; 6.6539128319973628e-01; 9.8251063138572503e-01; 6.5669955931566354e-02; 7.2733894076092165e-01; 7.3762081487035014e-01
64; 3; 44; 3.3518874167628115e-01; 3.3793255769191316e-01; 3.7432569487161765e-01; 4.8522265175437196e-01; 4.1627451786817571e-01; 9.8251063138572492e-01
65; 3; 45; -4.1831099005586139e-02; 7.8870391186243172e-01; 6.2451368277891572e-01; 4.2230253247484784e-01; 3.9489969150753701e-01; 7.5897910793591550e-01
66; 3; 47; 3.4147341103801115e-01; 3.3193717046595328e-01; 3.7432569487161765e-01; 6.9349380805930672e-01; 1.9275427121865626e-01; 9.1430837593477343e-01
67; 3; 48; 3.8280057554521574e-01; 2.9251228748317815e-01; 3.7432569487161765e-01; 1.9207033455077072e-01; 5.9523475024147932e-01; 7.0597991397119764e-01
68; 3; 49; -3.4014259727312909e-03; 8.2898784675909987e-01; 8.3581381438542535e-01; 6.2754880108568112e-03; 8.2837665985936848e-01; 8.5948627925244647e-01
69; 4; 5; 4.6389415097888792e-01; 6.9268269796932525e-01; 8.6179942810687349e-01; 6.2545103663029866e-01; 3.7138503411986112e-01; 7.7689597846165970e-01
70; 4; 9; 3.1482714663725087e-01; 5.2024545316518145e-01; 6.9501869969472840e-01; 3.3222783682268159e-01; 5.5880152275997430e-01; 7.2412022870665038e-01
71; 4; 10; 5.7777802399488498e-01; 2.6164469938719886e-01; 6.9501869969472840e-01; 4.8383322970183296e-01; 7.0900579405752584e-01; 8.8058344223123453e-01
72; 4; 13; 6.8587127495856759e-01; 1.5533968736967785e-01; 6.9501869969472840e-01; 8.1739800651622752e-01; 2.5927533929849494e-01; 8.1697178432241813e-01
73; 4; 14; 6.1517340304275958e-01; 2.2486797018678190e-01; 6.9501869969472840e-01; 1.0690357626944895e+00; 2.8139691733067224e-01; 9.5790626873801155e-01
74; 4; 16; 7.5385780248389866e-01; 8.8477893861051982e-02; 6.9501869969472840e-01; 8.8421809633527704e-01; 4.4813741157020270e-01; 9.5005458365164497e-01
75; 4; 17; 5.5963585564386720e-01; 7.9003494800563290e-01; 9.6191342713511785e-01; 9.9801172068563671e-01; 5.1739306829350051e-01; 1.0447615001974575e+00
76; 4; 18; 3.8219777862861015e-01; 4.7211626801758050e-01; 7.0449473818896446e-01; 5.0939049418120141e-01; 4.0137593893758305e-01; 7.3290584835305039e-01
77; 4; 23; 7.9927988754431800e-01; 4.3807248328972814e-02; 6.9501869969472840e-01; 9.5830621934835147e-01; 1.9270189856699371e-03; 7.5488281501409571e-01
78; 4; 26; 4.2913562750071177e-01; 6.5733947444535534e-01; 8.2545356610353915e-01; 5.5859453030240180e-01; 6.2729124999453956e-01; 8.7630199994249491e-01
79; 4; 28; 5.3310637647925663e-01; 3.0557732222585177e-01; 6.9501869969472840e-01; 5.8036380986385072e-01; 3.2237778816496621e-01; 7.2809697927517969e-01
80; 4; 29; 5.5850623568819402e-01; 2.8059766517624918e-01; 6.9501869969472840e-01; 1.0423631269215001e+00; 4.7908030157632708e-01; 1.0475347020236319e+00
81; 4; 32; 6.7605362585530293e-01; 1.6499491835405278e-01; 6.9501869969472840e-01; 1.4687414965162375e+00; -9.5587073289497670e-02; 9.6632754059203185e-01
82; 4; 33; 1.3234371730281480e+00; -2.4333567334908357e-01; 8.1438751663497633e-01; 7.9957020098879272e-01; 1.3630395255308769e-01; 7.4352162894876683e-01
83; 4; 35; 3.1231217474386030e-01; 5.3855084390356134e-01; 7.0329506603607939e-01; 6.9142226410614582e-01; 5.1568946456199938e-01; 8.8624936661939768e-01
84; 4; 36; 5.8769789182553511e-01; 2.5188894072929913e-01; 6.9501869969472840e-01; 7.8718383419360893e-01; 3.8240339543219748e-01; 8.6580484586992967e-01
85; 4; 37; 6.8974091348746380e-01; 1.5153406614309473e-01; 6.9501869969472840e-01; 8.7703288526000067e-01; 4.2501399086338437e-01; 9.3427255087296635e-01
86; 4; 40; 6.9325989956466494e-01; 9.2590678546831384e-01; 1.1016397611297761e+00; 8.8459777304635534e-01; 1.1400889322831760e-01; 7.7558040094500202e-01
87; 4; 42; 3.3357598082882839e-01; 5.0180679000831330e-01; 6.9501869969472840e-01; 7.7735368470998245e-01; 7.5720939030109691e-01; 1.0566850206680658e+00
88; 4; 43; 4.8349587551617768e-01; 7.1261415829765884e-01; 8.8229631646023021e-01; 9.5916642395182317e-01; 6.7759848224583352e-01; 1.1085397894129376e+00
89; 4; 44; 4.3323042378052357e-01; 4.0380097871914572e-01; 6.9501869969472840e-01; 8.1580119414813546e-01; 8.2083885981210081e-01; 1.1097143854893323e+00
90; 4; 47; 5.7071172211968169e-01; 2.6859410001180678e-01; 6.9501869969472840e-01; 1.0298643635474332e+00; 4.2699846651917850e-01; 1.0138825726727001e+00
91; 5; 10; 5.9058810128963191e-01; 4.2942778675005661e-01; 6.5491065861714337e-01; 4.5899331479123945e-01; 7.0830183624179965e-01; 9.3734858347018035e-01
92; 5; 17; 3.6941482526809627e-01; 8.8358822164602602e-01; 9.4884114155709876e-01; 4.4233807064313185e-01; 7.4936477389598855e-01; 1.0447615001974573e+00
93; 5; 18; 5.6486498989018652e-01; 4.7949695899645328e-01; 6.5491065861714337e-01; 6.2395499521358733e-01; 3.7061644062622645e-01; 7.3116023906664485e-01
94; 5; 21; 5.2732592637445130e-01; 5.5256548511488779e-01; 6.5491065861714337e-01; 4.6683267427925407e-01; 6.7528929029609475e-01; 7.1674000133760318e-01
95; 5; 25; 3.5323676487640016e-01; 8.9142418995510564e-01; 6.5491065861714337e-01; 2.6662386328589355e-01; 1.0792322251526629e+00; 8.9372904543905873e-01
96; 5; 26; 4.7024463384778281e-01; 6.7467028081985880e-01; 7.9157377941339757e-01; 5.5650602131044646e-01; 5.2840508145647114e-01; 1.0604730496697410e+00
97; 5; 27; 6.0718026945539849e-01; 3.9713168878070837e-01; 6.5491065861714337e-01; 5.8153823339798216e-01; 4.4974336276437799e-01; 6.8846529129663980e-01
98; 5; 29; 6.3477384230195888e-01; 3.7617463934175999e-01; 1.0619050737089664e+00; 6.2914864462278675e-01; 3.9504806912951668e-01; 1.1603724531918205e+00
99; 5; 30; 4.6282550975738318e-01; 6.9372670407383452e-01; 8.4892503301492628e-01; 1.6631611198204610e-01; 1.2993130668629227e+00; 1.2023360017799849e+00
100; 5; 34; 3.0193726227902240e-01; 9.9135777212046916e-01; 6.5591498944445692e-01; 1.2164276406352600e-01; 1.3959182310853322e+00; 1.3222487956077360e+00
101; 5; 35; 4.6224558580581354e-01; 6.7924218184822094e-01; 6.5491065861714337e-01; 5.8520329347108746e-01; 4.5852613819598942e-01; 8.8624936661939768e-01
102; 5; 42; 4.5727365419381316e-01; 6.8891987971349244e-01; 6.5491065861714337e-01; 5.7093172896932409e-01; 5.0002108410376667e-01; 1.0566850206680660e+00
103; 5; 43; 4.1289871770524073e-01; 7.7529420294241391e-01; 6.5491065861714337e-01; 5.0896140969331616e-01; 6.2960022326642617e-01; 1.1679740435271062e+00
104; 5; 44; 5.3318776242036781e-01; 5.4115561816273283e-01; 6.5491065861714337e-01; 5.7128390111725236e-01; 5.0360313588462913e-01; 1.1097143854893323e+00
105; 5; 45; 4.5873151171140747e-01; 7.1282220032621257e-01; 9.8718727345325197e-01; 5.6456835545518991e-01; 5.0326873089451252e-01; 9.4312881691262218e-01
106; 5; 48; 4.8888906176934604e-01; 6.2738155089478176e-01; 6.5491065861714337e-01; 4.5122633404601331e-01; 7.0747175277988139e-01; 7.3917235169736406e-01
107; 5; 49; 1.4806878059286660e-01; 1.2907767793451961e+00; 6.5491065861714337e-01; 1.9620996388755974e-01; 1.2135348252080564e+00; 8.5948627925244636e-01
108; 6; 12; 6.3189408787721824e-01; 5.0738757484880259e-01; -1.9404528350684166e-02; 6.3527920140985628e-01; 5.1463932165595871e-01; -1.8138847332746455e-02
109; 6; 15; 6.2338195650732942e-01; 5.1300667833067404e-01; -1.9404528350684166e-02; 6.0509671141289822e-01; 6.6320510870799543e-01; -9.7535330160218592e-04
110; 6; 20; 2.2972222286192934e-01; 7.7287282511317690e-01; -1.9404528350684166e-02; 2.9657754983339119e-01; 9.0477555487677985e-01; 4.0823828972872955e-03
111; 6; 31; 4.6856774050298783e-01; 6.1520400851644685e-01; -1.9404528350684166e-02; 4.8718853209635965e-01; 6.4749825309261977e-01; -1.3455762972678767e-02
112; 6; 46; 7.5693955604400176e-01; 1.3063728467241604e+00; 9.8210425840754553e-02; 7.1706819565690449e-01; 1.1166813716207264e+00; 6.9389889643447777e-02
113; 7; 9; 4.3927464510044367e-02; -1.6540183334928060e-01; 7.9521424746537539e-01; 1.7552205782744068e-01; 2.1174591332921999e-01; 4.6094089157458656e-01
114; 7; 11; -3.9028559630701495e-02; 5.6766965089659338e-01; 4.7692601200333257e-01; -4.8753962797910624e-02; 2.0973103438722840e-01; 6.8148655805889724e-01
115; 7; 12; 2.8007129027637878e-01; 3.6819774651573123e-01; 2.7339017868663329e-01; 1.9269553009201368e-01; 3.5921962688393066e-01; 3.6377715850204789e-01
116; 7; 13; 4.7164186062019547e-01; 2.4202949692600492e-02; 2.7339017868663329e-01; 4.5317745434013845e-01; 1.4724152053729317e-03; 3.0384318473122773e-01
117; 7; 14; 2.4731034560761378e-01; 4.2702512529755471e-01; 2.7339017868663329e-01; 1.2383299571784211e-01; -2.6619447587679507e-01; 7.7195191732516288e-01
118; 7; 15; 4.2096760610347406e-01; 1.1519646636563710e-01; 2.7339017868663329e-01; 2.5809923333256374e-01; -9.2228156227197600e-03; 5.0054964574939620e-01
119; 7; 21; 2.8863751453412134e-01; 3.5281575664226084e-01; 2.7339017868663329e-01; 7.9659691099455532e-02; 6.1222836294896710e-01; 3.3651240773839641e-01
120; 7; 22; 6.9977456465766807e-03; 7.6511802887700242e-01; 3.2429887862538181e-01; 2.6542857923967111e-01; -1.6195133955160879e-01; 5.7660146622860131e-01
121; 7; 23; 2.9928357649489457e-01; 3.3369909423117128e-01; 2.7339017868663329e-01; -3.8576609669108142e-02; -1.7252917869194029e-02; 7.9521424746537539e-01
122; 7; 25; -1.3050653959237102e-02; 5.5411959011864442e-01; 4.5889093718011675e-01; -2.0861859142989414e-01; 6.1873486986461557e-01; 6.1503908311219480e-01
123; 7; 27; 4.6745891747637719e-01; 3.1714075615011411e-02; 2.7339017868663329e-01; 1.1004848219889271e-01; 3.9805577730602593e-01; 4.2348272887543537e-01
124; 7; 29; 4.0023991361558364e-01; 1.5241626663656288e-01; 2.7339017868663329e-01; -1.1809692083039697e-01; 1.2553818638103453e-01; 7.9521424746537539e-01
125; 7; 31; 4.5771050540917235e-02; 7.8892032002354862e-01; 2.7339017868663329e-01; 3.8582464111573234e-02; 7.9231276063183242e-01; 2.7857543048127564e-01
126; 7; 34; -1.2849620316989471e-01; 3.9984866208574116e-01; 6.5591498944445692e-01; -2.0278435451182036e-01; 3.7968015411131151e-01; 7.3959387469603555e-01
127; 7; 35; -6.7541174579401383e-02; 6.0648037917985120e-01; 4.8367642487354928e-01; -9.9770329145341979e-02; 4.3237754392765987e-01; 6.1008220521371270e-01
128; 7; 36; 6.6878153649146677e-02; -2.0661337034678040e-01; 7.9521424746537539e-01; 3.0158511059048332e-01; 7.2602846299134938e-02; 4.1341228254238283e-01
129; 7; 38; 2.9210430131736498e-01; 3.4659060100906169e-01; 2.7339017868663329e-01; 3.7957588485494609e-01; -1.2377135905691847e-01; 4.4410688609264753e-01
130; 7; 41; 3.9885269485609476e-01; 1.5490723398328621e-01; 2.7339017868663329e-01; 6.1034508493011952e-03; 2.1753603864225718e-01; 6.2355710275709153e-01
131; 7; 44; 2.5706689418370748e-01; 2.3800909181337743e-01; 3.6684049542552333e-01; 9.1132498587590038e-02; -3.6981093508204603e-02; 6.7904764687742314e-01
132; 7; 47; 1.0158787380669049e-01; -2.6894007904714623e-01; 7.9521424746537539e-01; 2.7306661608412169e-01; 3.3203526701780600e-01; 2.9994936928164978e-01
133; 7; 48; 3.8301282215408217e-01; 1.8335019253403803e-01; 2.7339017868663329e-01; 3.0187760011587883e-01; 2.2236145186833650e-01; 3.3152105156830114e-01
134; 7; 49; -1.7465307832443489e-01; 7.6867070659162839e-01; 5.0010317660100290e-01; -2.0277802773138415e-01; 6.1788113793238231e-01; 6.0978946436085768e-01
135; 8; 12; 2.7959336459326167e-01; 2.1064038864591761e-01; 1.6511825992570550e-01; 7.2890180533345872e-01; 4.5615422899561897e-01; -1.6201749253961889e-01
136; 8; 15; 5.0164092380973380e-01; 7.8274143206677971e-02; 1.6511825992570547e-01; 6.3660408589657258e-01; 3.0132280849551552e-01; -2.8289189421111527e-02
137; 8; 20; 3.4453144957773785e-01; 6.2900257419908367e-01; -1.2615218978628762e-01; 5.8354744766299937e-01; 6.4108442986912562e-01; -2.2464789408461353e-01
138; 8; 24; 7.2671362012242335e-01; 2.1756925936282986e-01; -9.1475786817765137e-03; 4.2290183064078229e-01; 1.7652599247275932e-01; 1.3241822150842408e-01
139; 8; 31; 2.4398217031222291e-01; 4.6032874071687840e-01; 1.9531786646467320e-02; 5.6271783113381058e-01; 4.9447663407503750e-01; -1.2330915068863516e-01
140; 8; 38; 2.0458016544342650e-01; 2.5535700505407072e-01; 1.6511825992570550e-01; 1.7665206340343051e-01; 3.4738086755427350e-01; 1.1708512347560074e-01
141; 8; 39; 2.8887482466755054e-01; 5.3563724775559318e-01; -4.5512343424671031e-02; 3.6186849265677212e-01; 5.0748731595508034e-01; -5.5302319021096585e-02
142; 8; 41; 4.5178847020192769e-01; 1.0799202046362216e-01; 1.6511825992570547e-01; 5.9881594758409207e-01; 1.2508011585936635e-01; 9.8376583048174093e-02
143; 9; 11; 5.2277564017910116e-02; -9.3150313675913088e-02; 4.6094089157458656e-01; 9.4611241956614189e-03; -2.3311505120980147e-01; 6.8148655805889724e-01
144; 9; 14; 1.3571541565862599e-01; 1.1326772065821833e-01; 4.6094089157458656e-01; -1.0019234634827651e-02; -2.8336965696719629e-01; 6.9484529693148667e-01
145; 9; 15; 2.7259379136164730e-01; 4.5189299323988869e-01; 4.6094089157458656e-01; 2.4579959338992943e-01; 3.7949296996372917e-01; 5.0054964574939609e-01
146; 9; 21; 3.0823134706550753e-01; 5.4005722628534081e-01; 4.6094089157458656e-01; 3.7292862350252587e-01; 6.7302543535217119e-01; 6.3643674768148162e-01
147; 9; 22; 1.4672883681111620e-01; 1.4051397281940914e-01; 4.6094089157458656e-01; 2.6651849182043424e-01; 4.1901136259941574e-01; 5.7660146622860120e-01
148; 9; 23; 1.7384415957828719e-01; 2.0759493806329005e-01; 4.6094089157458656e-01; 7.9482491919105946e-02; -9.4902762208127475e-02; 9.0834240800497035e-01
149; 9; 26; 3.2953622654716497e-01; 4.8693416308330401e-01; 1.1466003649541578e+00; 3.8196318009527019e-01; 6.6937350641555105e-01; 8.0490544774266493e-01
150; 9; 27; 2.3997883637583400e-01; 3.7120641316041625e-01; 4.6094089157458656e-01; 3.3886620635318343e-01; 5.8072750850083799e-01; 6.8846529129663980e-01
151; 9; 29; 1.3985618205449632e-01; 1.2351161888024886e-01; 4.6094089157458656e-01; 2.5160325481700496e-01; 2.9413472592105744e-01; 1.1466003649541578e+00
152; 9; 35; 3.7207475989030475e-01; 6.7337058225577262e-01; 6.2051462784043010e-01; 2.2302266717945596e-01; 2.6361322178968893e-01; 8.8624936661939779e-01
153; 9; 36; 1.9476933026007059e-02; -1.7429624014849598e-01; 4.6094089157458656e-01; 2.1957695525176013e-03; -2.8820940164694198e-01; 9.2198677512454297e-01
154; 9; 41; 1.6175977398664435e-01; 1.7769921243143083e-01; 4.6094089157458656e-01; 2.2332069765301166e-01; 3.0489629054913958e-01; 6.2355710275709153e-01
155; 9; 42; 3.6752322608163740e-01; 6.7521039341321509e-01; 5.3564151025472351e-01; 2.1265178534184700e-01; 2.4814764595116023e-01; 8.2022224259818721e-01
156; 9; 43; 3.8642560645781249e-01; 6.2767357265258350e-01; 1.1466003649541578e+00; 3.9369373301784327e-01; 6.6463180767021346e-01; 1.0236467862442029e+00
157; 9; 44; 9.2625861852891456e-02; 6.6678883037835091e-03; 4.6094089157458656e-01; 8.7139931498611350e-02; -3.3903723517350562e-02; 6.3587070147306068e-01
158; 9; 45; 3.8706762202129436e-01; 6.6731019993408913e-01; 9.0008872397624362e-01; 2.0672333223700395e-01; 2.8114444034268143e-01; 5.1141630520968284e-01
159; 9; 47; 9.9627925903300885e-02; 2.3990389652343014e-02; 4.6094089157458656e-01; 3.3488939931840822e-03; -2.4516792030553550e-01; 6.6160758478223269e-01
160; 9; 48; 3.7770819284259088e-01; 6.7109344816515382e-01; 7.2556207722114041e-01; 2.5154076366178024e-01; 3.9329059887619389e-01; 5.0317703825149751e-01
